news_id,author_id,text,likes_count,retweets_count,comments_count,quote_count,mentioned_user_ids,mentions_raw,urls_raw,mentions_count,topic,subtopic,created_at,sentiment_score,diversity_score,context_score,recency_score_oracle,oracle_social_capital_score
1369343506939019269,759251,"As first lady of the United States, and the first Black person to serve in the role, Obama ""has emerged as one of the most influential and iconic women of the 21st century,"" a statement from the National Women's Hall of Fame says. https://t.co/o8uJq4MNrt",3941,450,271,55,,,{'https://t.co/o8ujq4mnrt'},0,Notícias,Do Mundo,2021-03-09T17:45:07.0000000+00:00,-0.0952694714069366,0.9166666666666666,0.0888368969102924,0.5596239587541866,2898.855215360583
1151160990995746816,180463340,"DRACARYS!
#GameofThrones is the most nominated series at this year’s #Emmys, with 32 nominations. https://t.co/cmPM3XonUE",58339,13354,1156,3324,,,{'https://t.co/cmpm3xonue'},0,Entretenimento,Séries de TV,2019-07-16T16:05:42.0000000+00:00,-0.1916708052158355,1.0,0.1977167368444619,0.5524744952677909,49465.915255567365
1343240225129168898,1060978099146260480,Relive every step of the journey. All episodes of #TheMandalorian are now streaming on @DisneyPlus. https://t.co/aceayr6vdX,8265,617,103,42,985916593065476096,{'985916593065476096'},{'https://t.co/aceayr6vdx'},1,Entretenimento,Séries de TV,2020-12-27T17:00:00.0000000+00:00,-0.1788420379161834,1.0,0.1848810915589094,0.5585275396063395,5391.017369792038
1312476369830338561,1141417774201184257,"Scream Fortress XII –⁠ the annual Team Fortress 2 Halloween Event –⁠ has begun! Play on four new Halloween themed community maps, get tons of new community unlocks, and check out improvements to the Mannpower game mode. https://t.co/1PBcS8e3D1 https://t.co/VSGJKWZaxw",11406,1708,511,196,,,"{'https://t.co/vsgjkwzaxw', 'https://t.co/1pbcs8e3d1'}",0,Entretenimento,Games,2020-10-03T19:35:25.0000000+00:00,-0.1308510601520538,0.8666666666666667,0.2157386750889793,0.5573445706797516,8663.967279386572
1369271796499947520,759251,"Harry and Meghan's seismic interview, and its aftermath, are still being met with a wall of silence from Buckingham Palace. https://t.co/bspAefQYKM https://t.co/bKhJphDvmk",967,110,287,36,,,"{'https://t.co/bkhjphdvmk', 'https://t.co/bspaefqykm'}",0,Notícias,Do Mundo,2021-03-09T13:00:10.0000000+00:00,-0.2019323110580444,0.9090909090909092,0.1555697790757284,0.559620816075679,852.3387174380292
1281615412459782145,2412917082,We are not uncertain. #SHOemmyFYC https://t.co/r0y136EFRk,1430,168,44,37,,,{'https://t.co/r0y136efrk'},0,Entretenimento,Séries de TV,2020-07-10T15:45:00.0000000+00:00,-0.1716744601726532,1.0,0.2855815033388837,0.5562579853012715,1030.90622139765
1324784149241147394,1288485038,Relax this weekend with the official #PeakyBlinders cocktail book. Take a sneak peek at some of the recipes here: https://t.co/Yw1onGfk84 https://t.co/Hj8hFqaU4y,2342,158,28,50,,,"{'https://t.co/hj8hfqau4y', 'https://t.co/yw1ongfk84'}",0,Entretenimento,Séries de TV,2020-11-06T18:42:09.0000000+00:00,-0.1674118936061859,1.0,0.1566597870987047,0.5578049044838386,1533.501202278386
1338474408743215106,1288485038,"How it started vs how it's going

? Robert Viglasky https://t.co/1XQl5YwXfq",13928,1494,75,277,,,{'https://t.co/1xql5ywxfq'},0,Entretenimento,Séries de TV,2020-12-14T13:22:21.0000000+00:00,-0.2249409258365631,1.0,0.1994758333039532,0.5583370308044142,9644.275049843687
1298591876963078146,1288485038,A behind the scenes moment on the set of #PeakyBlinders season 3! https://t.co/rfFb6IwfPG,8880,838,62,159,,,{'https://t.co/rffb6iwfpg'},0,Entretenimento,Séries de TV,2020-08-26T12:03:24.0000000+00:00,-0.2227567434310913,1.0,0.0,0.5568443016783988,6004.460225244818
1189330936300756992,180463340,"#HouseOfTheDragon, a #GameofThrones prequel is coming to @HBO.

The series is co-created by @GRRMSpeaking and Ryan Condal. Miguel Sapochnik will partner with Condal as showrunner and will direct the pilot and additional episodes. Condal will be writing the series. https://t.co/9ttMzElgXm",164212,69054,4655,25430,2557037323|15635604,"{'2557037323', '15635604'}",{'https://t.co/9ttmzelgxm'},2,Entretenimento,Séries de TV,2019-10-29T23:59:26.0000000+00:00,-0.1907608211040496,0.6470588235294118,0.2642596361521476,0.5534700056979411,183984.45230361127
1369281593693646851,1367531,"Vanita Gupta, associate AG nominee who faces hearing Tuesday, is Biden's wealthiest nominee

https://t.co/YEUggotDY7",72,20,40,1,,,{'https://t.co/yeuggotdy7'},0,Notícias,Do Mundo,2021-03-09T13:39:06.0000000+00:00,-0.1264989376068115,0.875,0.205737830726729,0.559621211239313,90.70381909881844
1369388544003895298,5988062,Women’s participation in America's labour force has not been this low since 1987 https://t.co/u1XA8K5FgQ,85,40,8,4,,,{'https://t.co/u1xa8k5fgq'},0,Notícias,Do Mundo,2021-03-09T20:44:05.0000000+00:00,-0.1305131018161773,1.0,0.220297309481476,0.5596259300596713,105.33295701016152
1369253885932617735,1367531,"Locked up? Thief brings stolen $200G McLaren to get new locks, gets caught instead

https://t.co/XOPEdInp5Z",209,40,22,5,,,{'https://t.co/xopedinp5z'},0,Notícias,Do Mundo,2021-03-09T11:49:00.0000000+00:00,-0.191228449344635,0.9,0.2106758343181941,0.5596199971269015,183.05767574600503
1369010885075812352,1367531,Timeline of Cuomo scandals reveals CNN’s involvement in pushing glowing narrative of embattled governor https://t.co/7kEEm043Tv,487,136,149,20,,,{'https://t.co/7keem043tv'},0,Notícias,Do Mundo,2021-03-08T19:43:24.0000000+00:00,-0.2237928807735443,1.0,0.20190493117288,0.5596093539327034,526.1457808602514
1369523963974549504,87818409,It’s been a year since lockdown devastated the arts. Here’s what the industry needs now | Esther Anatolitis https://t.co/6XAhy3v1Ty,58,22,6,0,,,{'https://t.co/6xahy3v1ty'},0,Notícias,Do Mundo,2021-03-10T05:42:12.0000000+00:00,-0.2275257408618927,0.9090909090909092,0.191023168234983,0.5596318733573249,67.2118563148972
1369483207935225856,14173315,"Opinion | Judi Ketteler: I'm a die-hard Democrat, but Republicans are the only ones listening to me now. - @NBCNewsTHINK https://t.co/vYFrQmRyW1",34,10,31,4,905416143313219584,{'905416143313219584'},{'https://t.co/vyfrqmryw1'},1,Notícias,Do Mundo,2021-03-10T03:00:15.0000000+00:00,-0.1469333469867706,1.0,0.1917285543466312,0.5596300498379493,54.95105545052567
1369439516679942144,87818409,Coronavirus live news: Brazil sees record deaths; Japan may stage Olympics without overseas spectators https://t.co/5uhzeoWxjD,48,31,6,1,,,{'https://t.co/5uhzeowxjd'},0,Notícias,Do Mundo,2021-03-10T00:06:38.0000000+00:00,-0.2010569274425506,1.0,0.2070875086304436,0.55962817025065,70.06941776821338
1370144518100684802,28785486,"As Americans prepare to ""spring forward"" one hour on Sunday for daylight saving time, some senators are hoping to make the switch permanent. https://t.co/SzMxGwm26D",131,33,22,10,,,{'https://t.co/szmxgwm26d'},0,Notícias,Do Mundo,2021-03-11T22:48:03.0000000+00:00,-0.1675083339214325,1.0,0.1558826683471759,0.5596590996745001,132.16677820015363
1368604102989541376,1367531,"'West Side Story' star George Chakiris recalls working with Marilyn Monroe, Natalie Wood: 'I'm very lucky' https://t.co/WBgE9oNM0u",173,22,18,3,,,{'https://t.co/wbge9onm0u'},0,Notícias,Do Mundo,2021-03-07T16:47:00.0000000+00:00,0.0284115374088287,1.0,0.2026263663705222,0.5595915569055147,138.33250283490057
1369460811760988160,28785486,"RT @ABCWorldNews: RELIEF BILL VOTE: Pres. Biden’s $1.9 trillion COVID-19 relief bill has made it back to the House, where it is expected to…",0,50,0,0,86141342,{'86141342'},,1,Notícias,Do Mundo,2021-03-10T01:31:15.0000000+00:00,-0.1342864036560058,1.0,0.1472379088724544,0.5596290862246279,59.40307127992188
1369325020258983936,24742040,"""Thank you to all our players for joining us on this incredible journey and to the millions of Bethesda fans around the world. Now that we’re one team, we can start working together on the future ahead.” - @XboxP3",2253,78,39,1,532406707,{'532406707'},,1,Entretenimento,Games,2021-03-09T16:31:40.0000000+00:00,-0.1157717406749725,0.9090909090909092,0.1205682985453541,0.5596231297026976,1376.689711504115
1365315820080009221,821102114,"Congrats to all! We’ll be contacting all winners via DMs, so make sure to check your inboxes.
We hope you’ll keep showcasing your skillful use of our in-game photo mode and taking our breaths away!",1898,38,55,2,,,,0,Entretenimento,Games,2021-02-26T15:00:32.0000000+00:00,-0.1081195175647735,0.9090909090909092,0.1227497294409011,0.5594486161521587,1142.4186097450954
